review_id,drug_name,target_gene,ensembl_id,direction,concrete_disease_evidence_level,child_ot_status,mapped_candidate_disease_count,best_child_ot_disease_id,best_child_ot_disease_name,best_child_ot_score,best_child_ot_rank_within_target,best_child_genetic_score,best_child_somatic_score,best_child_clinical_score,best_child_known_drug_score,best_child_literature_score,concrete_disease_1,concrete_disease_2,concrete_disease_3,recommended_disease_model_zh,missing_for_final_disease_call_zh
strict895_0018,Ledipasvir,CCND1,ENSG00000110092,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.663919419942994,1,0.41463486834768065,0.0,0.9666496388501741,0.0,0.9804904383715823,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0019,Doravirine And Islatravir,EZH2,ENSG00000106462,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.17602439557432928,211,0.2400910369903538,0.0,0.0,0.0,0.9891145530215381,serous cystadenocarcinoma,leukemia,breast cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0020,Doravirine,EZH2,ENSG00000106462,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.17602439557432928,211,0.2400910369903538,0.0,0.0,0.0,0.9891145530215381,serous cystadenocarcinoma,leukemia,breast cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0021,Ozanimod Hydrochloride,AR,ENSG00000169083,dermatology,A_CREEDS_and_target_prior,child_ot_match,4,MONDO_0005159,prostate carcinoma,0.7355895026336221,5,0.6411827866288854,0.7833151106972822,0.8859805614294505,0.0,0.9974763587184635,psoriasis,前列腺癌,AR阳性乳腺癌,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0022,Elbasvir,CCND1,ENSG00000110092,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.663919419942994,1,0.41463486834768065,0.0,0.9666496388501741,0.0,0.9804904383715823,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0023,Conivaptan Hydrochloride,CCND1,ENSG00000110092,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.663919419942994,1,0.41463486834768065,0.0,0.9666496388501741,0.0,0.9804904383715823,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0024,Ulipristal Acetate,RAF1,ENSG00000132155,cardiovascular,B_CREEDS_specific,child_ot_match,5,MONDO_0005021,dilated cardiomyopathy,0.6912384757904153,5,0.851238212389072,0.0,0.0,0.0,0.09257846925502826,hypertension,dilated cardiomyopathy,peripartum cardiomyopathy,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0025,Netupitant,SCN5A,ENSG00000183873,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,5,EFO_0004269,cardiac arrhythmia,0.7863374052930366,8,0.9122101429838348,0.0,0.9631730517704179,0.0,0.5036545310272428,dilated cardiomyopathy,Ventricular hypertrophy,peripartum cardiomyopathy,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0026,Obeticholic Acid,EZH2,ENSG00000106462,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.17602439557432928,211,0.2400910369903538,0.0,0.0,0.0,0.9891145530215381,serous cystadenocarcinoma,leukemia,breast cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0027,Obeticholic Acid,BRAF,ENSG00000157764,cardiovascular,B_target_prior_specific,child_ot_match,4,MONDO_0005105,melanoma,0.819548256089721,3,0.6991204172533643,0.7964371987079912,0.9778269615497763,0.0,0.9984270322492922,BRAF突变黑色素瘤,甲状腺癌,结直肠癌,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0028,Doravirine And Islatravir,DNMT3A,ENSG00000119772,oncology,A_CREEDS_and_target_prior,child_ot_match,3,MONDO_0018874,acute myeloid leukemia,0.8577261614555013,1,0.8471602511092555,0.7780886038613795,0.9766274062398373,0.0,0.9921923175159074,colon cancer,AML/克隆性造血,结直肠癌表观遗传模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0029,Doravirine,DNMT3A,ENSG00000119772,oncology,A_CREEDS_and_target_prior,child_ot_match,3,MONDO_0018874,acute myeloid leukemia,0.8577261614555013,1,0.8471602511092555,0.7780886038613795,0.9766274062398373,0.0,0.9921923175159074,colon cancer,AML/克隆性造血,结直肠癌表观遗传模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0030,Ulipristal Acetate,BRAF,ENSG00000157764,cardiovascular,B_target_prior_specific,child_ot_match,4,MONDO_0005105,melanoma,0.819548256089721,3,0.6991204172533643,0.7964371987079912,0.9778269615497763,0.0,0.9984270322492922,BRAF突变黑色素瘤,甲状腺癌,结直肠癌,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0031,Hydrocortisone,NR3C1,ENSG00000113580,musculoskeletal,B_CREEDS_specific,child_ot_match,3,MONDO_0008383,rheumatoid arthritis,0.6342192312345074,4,0.143490079004327,0.0,0.9959622434893752,0.0,0.5133471258098561,facioscapulohumeral muscular dystrophy,JRA - Juvenile rheumatoid arthritis,骨质疏松/肌病/关节炎待定,成骨/破骨细胞、肌管、软骨细胞或炎症滑膜细胞,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0032,Netupitant,PTPN11,ENSG00000179295,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0018874,acute myeloid leukemia,0.6434226431750978,6,0.0,0.8033119865992363,0.0,0.0,0.947672772880233,atherosclerosis,SHP2依赖RTK/RAS通路肿瘤,AML/JMML,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0033,Netupitant,ACVRL1,ENSG00000139567,cardiovascular,B_CREEDS_specific,child_ot_match,2,MONDO_0005311,atherosclerosis,0.05502855079359236,47,0.0,0.0,0.0,0.0,0.4525889378345622,atherosclerosis,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0034,Doravirine,PPARG,ENSG00000132170,oncology,B_CREEDS_specific,child_ot_match,4,MONDO_0004989,breast carcinoma,0.30786298608342855,66,0.0,0.4559480982087158,0.0,0.0,0.9701063317396292,breast cancer,ductal carcinoma in situ,invasive ductal carcinoma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0035,Doravirine And Islatravir,PPARG,ENSG00000132170,oncology,B_CREEDS_specific,child_ot_match,4,MONDO_0004989,breast carcinoma,0.30786298608342855,66,0.0,0.4559480982087158,0.0,0.0,0.9701063317396292,breast cancer,ductal carcinoma in situ,invasive ductal carcinoma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0036,Fludarabine Phosphate,SCN5A,ENSG00000183873,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,5,EFO_0004269,cardiac arrhythmia,0.7863374052930366,8,0.9122101429838348,0.0,0.9631730517704179,0.0,0.5036545310272428,dilated cardiomyopathy,Ventricular hypertrophy,peripartum cardiomyopathy,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0037,Netupitant,TGFBR1,ENSG00000106799,cardiovascular,B_target_prior_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.076147801272693,75,0.0,0.0,0.0,0.0,0.6262867547741865,胰腺癌/乳腺癌EMT模型,纤维化,免疫抑制肿瘤微环境,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0038,Netupitant,MAP2K2,ENSG00000126934,cardiovascular,B_CREEDS_specific,child_ot_match,3,MONDO_0005068,myocardial infarction,0.021990001353739755,269,0.0,0.0,0.0,0.0,0.18085941228945726,myocardial infarction,"Hypertrophy, Left Ventricular",心律失常/心衰/血管重塑待定,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0039,Doravirine,RAF1,ENSG00000132155,oncology,B_CREEDS_specific,child_ot_match,2,MONDO_0018874,acute myeloid leukemia,0.4584995965098081,20,0.0,0.4559480982087158,0.6279366229602247,0.0,0.5523018052370895,acute myeloid leukemia,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0040,Doravirine And Islatravir,RAF1,ENSG00000132155,oncology,B_CREEDS_specific,child_ot_match,2,MONDO_0018874,acute myeloid leukemia,0.4584995965098081,20,0.0,0.4559480982087158,0.6279366229602247,0.0,0.5523018052370895,acute myeloid leukemia,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0041,Rilpivirine Hydrochloride,LYN,ENSG00000254087,oncology,B_CREEDS_specific,child_ot_match,5,MONDO_0007254,breast cancer,0.4370033959002865,8,0.0,0.0,0.6791407889235531,0.0,0.7939322861817764,breast cancer,stomach cancer,multiple myeloma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0042,Netupitant,MAP2K1,ENSG00000169032,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,4,MONDO_0005105,melanoma,0.7309105929215368,3,0.0,0.607930797611621,0.9709236743776261,0.0,0.9470547892542001,Cardiomyopathy,MAPK通路依赖肿瘤,黑色素瘤,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0043,Rilpivirine Hydrochloride,JAK1,ENSG00000162434,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0009693,plasma cell myeloma,0.30755155454764055,81,0.0,0.4559480982087158,0.15821399007842438,0.0,0.163133124089015,melanoma,breast cancer,multiple myeloma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0044,Netupitant,FLT4,ENSG00000037280,cardiovascular,C_broad_direction_only,mapped_but_not_in_fetched_target_diseases,1,,,0.0,,0.0,0.0,0.0,0.0,0.0,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0045,Rilpivirine Hydrochloride,AKT1,ENSG00000142208,oncology,B_CREEDS_specific,child_ot_match,3,MONDO_0004989,breast carcinoma,0.6250986130170937,6,0.0,0.4559480982087158,0.0,0.0,0.992071902344054,colon cancer,duodenum cancer,具体肿瘤亚型待定,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0046,Rilpivirine Hydrochloride,EPAS1,ENSG00000116016,oncology,B_CREEDS_specific,child_ot_match,5,MONDO_0005097,squamous cell lung carcinoma,0.2776468658318822,67,0.0,0.4559480982087158,0.0,0.0,0.015198269940290528,lung cancer,stomach cancer,prostate cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0047,Etravirine,FYN,ENSG00000010810,oncology,B_CREEDS_specific,child_ot_match,4,MONDO_0007254,breast cancer,0.12601656402719996,35,0.0,0.0,0.1896031063983132,0.0,0.3536914519570261,leukemia,breast cancer,stomach cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0048,Diroximel Fumarate,SLC18A2,ENSG00000165646,metabolic,A_CREEDS_and_target_prior,child_ot_match,3,MONDO_0005180,Parkinson disease,0.433879293761218,16,0.0,0.0,0.0,0.0,0.7011165811422752,type 1 diabetes mellitus,帕金森病/单胺储存,神经精神疾病,肝细胞、脂肪细胞、肌管、胰岛β细胞模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0049,Doravirine And Islatravir,NR3C1,ENSG00000113580,oncology,B_CREEDS_specific,child_ot_match,4,MONDO_0009693,plasma cell myeloma,0.6217001484227961,6,0.0,0.0,0.9867386089203325,0.0,0.7182185522906858,multiple myeloma,smoldering myeloma,ductal carcinoma in situ,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0050,Doravirine,NR3C1,ENSG00000113580,oncology,B_CREEDS_specific,child_ot_match,4,MONDO_0009693,plasma cell myeloma,0.6217001484227961,6,0.0,0.0,0.9867386089203325,0.0,0.7182185522906858,multiple myeloma,smoldering myeloma,ductal carcinoma in situ,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0051,Doravirine,THRB,ENSG00000151090,oncology,B_CREEDS_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.11679170497411166,104,0.0,0.0,0.12158615952232422,0.0,0.7977143799790818,acute T cell leukemia,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0052,Doravirine And Islatravir,THRB,ENSG00000151090,oncology,B_CREEDS_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.11679170497411166,104,0.0,0.0,0.12158615952232422,0.0,0.7977143799790818,acute T cell leukemia,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0053,Etravirine,EPHA2,ENSG00000142627,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.1472525134398691,50,0.0,0.0,0.19467595761214,0.0,0.9508649131271505,breast cancer,cervical cancer,Urothelial carcinoma in situ,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
